,Character,Text,total_number,Label
12303,Sokka,  its not a day i like to remember ,56,positive
12305,Young Katara,im going to find mom   ,56,positive
12306,Sokka,  many of the warriors had seen the black snow before and they knew what it meant  a fire nation raid    we were badly outnumbered  but somehow  we managed to drive them off  as quickly as they came  they just left ,56,positive
12308,Sokka,i was so relieved when it was over  but thats because i didnt know yet what had happened  i didnt know we had lost our mother ,56,positive
12309,Zuko,wait  can you remember any details about the soldiers who raided your village  like what the lead ship looked like ,56,positive
12310,Sokka,yeah     sea ravens    the main ship had flags with sea ravens on them ,56,positive
12311,Zuko,the symbol of the southern raiders  thanks  sokka ,56,positive
12312,Sokka,  no problem  thanks for stopping by    id thought hed never leave    suki ,56,positive
12314,Katara,  you look terrible ,56,positive
12315,Zuko,i waited out here all night ,56,positive
12316,Katara,  what do you want ,56,positive
12317,Zuko,i know who killed your mother    and im going to help you find him ,56,positive
12319,Katara,i need to borrow appa ,56,positive
12320,Aang,  why  is it your turn to take a little field trip with zuko ,56,positive
12321,Katara,yes  it is ,56,positive
12322,Aang,  oh  whats going on ,56,positive
12323,Katara,were going to find the man who took my mother from me ,56,positive
12325,Zuko,sokka told me the story of what happened  i know who did it and i know how to find him ,56,positive
12326,Aang,um     and what exactly do you think this will accomplish ,56,positive
12327,Katara,  ugh  i knew you wouldnt understand   ,56,positive
12328,Aang,wait  stop  i do understand  youre feeling unbelievable pain and rage  how do think i felt about the sandbenders when they stole appa  how do you think i felt about the fire nation when i found out what happened to my people ,56,positive
12329,Zuko,she needs this  aang  this is about getting closure and justice ,56,positive
12330,Aang,i dont think so  i think its about getting revenge ,56,positive
12331,Katara,  fine  maybe it is  maybe thats what i need  maybe thats what he deserves ,56,positive
12332,Aang,katara  you sound like jet ,56,positive
12333,Katara,its not the same  jet attacked the innocent  this man  hes a monster ,56,positive
12334,Sokka,katara  she was my mother  too  but i think aang might be right ,56,positive
12335,Katara,then you didnt love her the way i did ,56,positive
12336,Sokka,  katara ,56,positive
12337,Aang,the monks used to say that revenge is like a two headed rat viper  while you watch your enemy go down  youre being poisoned yourself ,56,positive
12338,Zuko,thats cute  but this isnt air temple preschool  its the real world ,56,positive
12339,Katara,now that i know hes out there     now that i know we can find him  i feel like i have no choice ,56,positive
12340,Aang,katara  you do have a choice  forgiveness ,56,positive
12341,Zuko,thats the same as doing nothing ,56,positive
12342,Aang,no  its not  its easy to do nothing  but its hard to forgive ,56,positive
12343,Katara,its not just hard  its impossible   ,56,positive
12345,Aang,so you were just gonna take appa anyway ,56,positive
12346,Katara,yes ,56,positive
12347,Aang,its okay  because i forgive you    that give you any ideas ,56,positive
12348,Katara,dont try to stop us ,56,positive
12349,Aang,i wasnt planning to  this is a journey you need to take  you need to face this man    but when you do  please dont choose revenge  let your anger out  and then let it go  forgive him ,56,positive
12350,Zuko,  okay  well be sure to do that  guru goody goody   ,56,positive
12351,Katara,thanks for understanding  aang  yip yip   ,56,positive
12352,Sokka,you know  youre pretty wise for a kid ,56,positive
12353,Aang,thanks  sokka ,56,positive
12354,Sokka,  usually its annoying  but right now  im impressed ,56,positive
12355,Aang,i appreciate that ,56,positive
12356,Sokka,so  can i borrow momo for a week ,56,positive
12357,Aang,  why do you need momo ,56,positive
12359,Zuko,we need to find the fire navy communication tower  all the navys movements are coordinated by messenger hawk  and every tower has to be up to date on where everyone is deployed ,56,positive
12360,Katara,  so once we find the communication tower  we bust in and take the information we need ,56,positive
12361,Zuko,  not exactly  we need to be stealthy and make sure no one spots us    otherwise theyll warn the southern raiders long before we reach them ,56,positive
12363,Zuko,okay  southern raiders    bam    on patrol near whaletail island ,56,positive
12364,Katara,  whaletail island  here we come ,56,positive
12366,Zuko,you should get some rest  well be there in a few hours  youll need all your strength ,56,positive
12367,Katara,oh  dont you worry about my strength  i have plenty  im not the helpless little girl i was when they came ,56,positive
12369,Young Katara,im going to find mom ,56,positive
12371,Young Katara,mom ,56,positive
12375,Young Katara,mommy  im scared ,56,positive
12378,Katara,  i ran as fast as i could ,56,positive
12379,Young Katara,  dad  dad  please  i think moms in trouble  theres a man in our house ,56,positive
12382,Katara,but we were too late  when we got there  the man was gone    and so was she ,56,positive
12383,Zuko,your mother was a brave woman ,56,positive
12384,Katara,  i know ,56,positive
12386,Zuko,there    see those sea raven flags    its the southern raiders ,56,positive
12387,Katara,  lets do this ,56,positive
12391,Zuko,this is it  katara  are you ready to face him ,56,positive
12394,Zuko,you dont remember her  you will soon  trust me ,56,positive
12398,Zuko,think back  think back to your last raid on the southern water tribe ,56,positive
12400,Zuko,  dont lie  you look her in the eye and you tell me you dont remember what you did ,56,positive
12402,Katara,its not him    hes not the man ,56,positive
12403,Zuko,what  what do you mean hes not  hes the leader of the southern raiders  he has to be the guy ,56,positive
12405,Zuko,if youre not the man were looking for  who is ,56,positive
12418,Katara,that was him  that was the monster ,56,positive
12422,Zuko,we werent behind the bush    and i wouldnt try firebending again ,56,positive
12425,Katara,do you know who i am ,56,positive
12427,Katara,oh  you better remember me like your life depends on it  why dont you take a closer look   ,56,positive
12432,Young Katara,  mommy  im scared ,56,positive
12441,Katara,she lied to you    she was protecting the last waterbender ,56,positive
12443,Katara,  me ,56,positive
12446,Katara,  i always wondered what kind of person could do such a thing  but now that i see you  i think i understand  theres just nothing inside you  nothing at all  youre pathetic and sad and empty ,56,positive
12448,Katara,but as much as i hate you     i just cant do it ,56,positive
12450,Aang,katara  are you okay ,56,positive
12451,Katara,im doing fine ,56,positive
12452,Aang,zuko told me what you did  or what you didnt do  i guess  im proud of you ,56,positive
12453,Katara,i wanted to do it  i wanted to take out all my anger at him  but i couldnt  i dont know if its because im too weak to do it or because im strong enough not to ,56,positive
12454,Aang,you did the right thing  forgiveness is the first step you have to take to begin healing ,56,positive
12455,Katara,  but i didnt forgive him  ill never forgive him    but i am ready to forgive you ,56,positive
12457,Zuko,you were right about what katara needed  violence wasnt the answer ,56,positive
12458,Aang,it never is ,56,positive
12459,Zuko,then i have a question for you    what are you gonna do when you face my father ,56,positive
12462,Katara,doesnt it seem kind of weird that were hiding from the fire lord in his own house ,57,positive
12463,Zuko,i told you    my father hasnt come here since our family was actually happy  and that was a long time ago  its the last place anyone would think to look for us ,57,positive
12465,Sokka,you guys are not gonna believe this  theres a play about us ,57,positive
12467,Katara,what  how is that possible ,57,positive
12468,Sokka,listen to this        the boy in the iceberg is a new production from acclaimed playwright pu on tim    who scoured the globe gathering information on the avatar  from the icy south pole to the heart of ba sing se    his sources include singing nomads  pirates  prisoners of war  and a surprisingly knowledgeable merchant of cabbage  ,57,positive
12470,Zuko,  ugh  my mother used to take us to see them  they butchered love amongst the dragons every year ,57,positive
12471,Katara,sokka  do you really think its a good idea for us to attend a play about ourselves ,57,positive
12472,Sokka,  come on  a day at the theater  this is the kind of wacky time wasting nonsense ive been missing   ,57,positive
12474,Aang,  hey  uh     i wanted to sit there ,57,positive
12475,Zuko,  just sit next to me  whats the big deal ,57,positive
12476,Aang,i was just  i wanted to     okay   ,57,positive
12478,Toph,why are we sitting in the nosebleed section  my feet cant see a thing from up here ,57,positive
12479,Katara,dont worry  ill tell your feet whats happening ,57,positive
12486,Sokka,  this is pathetic  my jokes are way funnier than this   ,57,positive
12487,Toph,  i think hes got you pegged ,57,positive
12490,Katara,  well  thats just silly  i dont sound like that ,57,positive
12491,Toph,  oh man  this writers a genius ,57,positive
12500,Aang,wait  is that a woman playing me ,57,positive
12508,Aang,  i dont do that  thats not what im like  and im not a woman   ,57,positive
12509,Toph,  oh  they nailed you  twinkle toes   ,57,positive
12517,Zuko,  they make me look totally stiff and humorless ,57,positive
12518,Katara,  actually  i think that actors pretty spot on ,57,positive
12519,Zuko,  how could you say that ,57,positive
12525,Aang,ugh ,57,positive
12551,Sokka,  shhh    im trying to watch   ,57,positive
12555,Aang,ugh ,57,positive
12557,Zuko,  so far  this intermission is the best part of the play ,57,positive
12558,Sokka,  apparently  the playwright thinks im an idiot who tells bad jokes about meat all the time ,57,positive
12560,Sokka,  i know ,57,positive
12561,Aang,  at least the sokka actor kind of looks like you    that woman playing the avatar doesnt resemble me at all ,57,positive
12562,Toph,i dont know  you are more in touch with your feminine side than most guys ,57,positive
12563,Aang,  argh ,57,positive
12564,Katara,relax  aang  theyre not accurate portrayals  its not like im a preachy crybaby who cant resist giving overemotional speeches about hope all the time    what ,57,positive
12565,Aang,  yeah  thats not you at all ,57,positive
12566,Toph,listen friends  its obvious that the playwright did his research  i know it must hurt  but what youre seeing up there on that stage is the truth ,57,positive
12570,Toph,this is it  this must be where i come in ,57,positive
12573,Toph,  here it comes    ,57,positive
12578,Toph,wait a minute      i sound like a guy  a really buff guy ,57,positive
12579,Katara,well toph  what you hear up there is the truth  it hurts  doesnt it ,57,positive
12580,Toph,are you kidding me  i wouldnt have cast it any other way    at least its not a flying bald lady   ,57,positive
12599,Zuko,did jet just     die ,57,positive
12600,Sokka,you know  it was really unclear ,57,positive
12607,Sokka,  oh  youre getting up    can you get me some fire flakes    ooh  and fire gummies   ,57,positive
12615,Katara,  you didnt really say that  did you ,57,positive
12616,Zuko,i might as well have ,57,positive
12625,Sokka,youre one to talk  suki  didnt azula take you captive  thats right  she did ,57,positive
12627,Sokka,im just saying    ,57,positive
12628,Katara,does anyone know where aang is ,57,positive
12629,Sokka,he left to get me fire gummies  like  ten minutes ago  and im still waiting ,57,positive
12630,Katara,im gonna check outside ,57,positive
12632,Katara,are you all right ,57,positive
12633,Aang,  no  im not  i hate this play   ,57,positive
12634,Katara,i know its upsetting  but it sounds like youre overreacting ,57,positive
12635,Aang,overreacting  if i hadnt blocked my chakra  id probably be in the avatar state right now ,57,positive
12637,Sokka,suki  what are the chances you can get me backstage  i got some jokes i want to give to the actor me ,57,positive
12639,Toph,  geez  everyones getting so upset about their characters  even you seem more down than usual  and thats saying something ,57,positive
12640,Zuko,you dont get it  its different for you  you get a muscly version of yourself  taking down ten bad guys at once  and making sassy remarks ,57,positive
12641,Toph,yeah  thats pretty great ,57,positive
12642,Zuko,but for me  it takes all the mistakes ive made in my life  and shoves them back in my face  my uncle  hes always been on my side  even when things were bad  he was there for me  he taught me so much  and how do i repay him  with a knife in his back  its my greatest regret  and i may never get to redeem myself ,57,positive
12643,Toph,  you have redeemed yourself to your uncle  you dont realize it  but you already have ,57,positive
12644,Zuko,how do you know ,57,positive
12645,Toph,because i once had a long conversation with the guy  and all he would talk about was you ,57,positive
12646,Zuko,really ,57,positive
12647,Toph,yeah  and it was kind of annoying ,57,positive
12648,Zuko,oh  sorry ,57,positive
12649,Toph,but it was also very sweet  all your uncle wanted was for you to find your own path  and see the light  now youre here with us  hed be proud   ,57,positive
12650,Zuko,ow  what was that for ,57,positive
12651,Toph,thats how i show affection ,57,positive
12654,Zuko,the scars not on the wrong side   ,57,positive
12659,Sokka,actually  i think i can help you  im a big sokka fan  but i dont think youre representing him quite as well as you could be ,57,positive
12661,Sokka,  just hear me out    heres something i think the real sokka would say    what does the cabbage merchant use to fix his cabbages  a cabbage patch ,57,positive
12664,Sokka,  also  dont be afraid to make up some phrases  especially before an attack  something like      flying kick a pow     ,57,positive
12666,Sokka,im just a guy who likes comedy ,57,positive
12668,Aang,katara  did you really mean what you said in there ,57,positive
12669,Katara,in where  what are you talking about ,57,positive
12670,Aang,on stage  when you said i was just like a     brother to you  and you didnt have feelings for me ,57,positive
12671,Katara,i didnt say that  an actor said that ,57,positive
12672,Aang,but its true  isnt it  we kissed at the invasion  and i thought we were gonna be together  but were not ,57,positive
12673,Katara,aang  i dont know ,57,positive
12674,Aang,why dont you know ,57,positive
12675,Katara,because  were in the middle of a war  and  we have other things to worry about  this isnt the right time ,57,positive
12676,Aang,well  when is the right time ,57,positive
12677,Katara,aang  im sorry  but right now im just a little confused ,57,positive
12679,Katara,i just said i was confused  im going inside   ,57,positive
12680,Aang,ugh  im such an idiot   ,57,positive
12682,Sokka,heres what you missed     we went to the fire nation  and you got better  and katara was the painted lady  and i got a sword  and i think combustion man died  oh  look  the invasions about to start  shhh ,57,positive
12688,Sokka,  i told him to say that ,57,positive
12695,Sokka,  i guess thats it  the plays caught up to the present now ,57,positive
12697,Sokka,  but it is over  unless       this is the future ,57,positive
12720,Zuko,that     wasnt a good play ,57,positive
12721,Aang,ill say ,57,positive
12722,Katara,no kidding ,57,positive
12724,Toph,you said it ,57,positive
12725,Sokka,  but the effects were decent ,57,positive
12728,Zuko,more ferocious  imagine striking through your opponents heart ,58,positive
12729,Aang,  im trying ,58,positive
12730,Zuko,now let me hear you roar like a tigerdillo    that sounded pathetic  i said roar ,58,positive
12732,Katara,  who wants a nice cool glass of watermelon juice ,58,positive
12733,Aang,  ooh  ooh  me  me  me   ,58,positive
12734,Zuko,  hey    your lessons not over yet  get back here   ,58,positive
12736,Zuko,  fine    if you want to lounge around like a bunch of snail sloths all day  then go ahead   ,58,positive
12737,Sokka,maybe zukos right  sitting around the house has made us pretty lazy  but i know   just the thing to change all that    beach party ,58,positive
12739,Aang,check out my appa sand sculpture   ,58,positive
12740,Toph,not bad  baldy    but ive been working on my sandbending    youre gonna love this ,58,positive
12742,Aang,  whoa  wow  youve even made a little earth king and bosco ,58,positive
12744,Toph,try and top that  sokka ,58,positive
12745,Sokka,  ta da ,58,positive
12746,Aang,is that a blubbering blob monster ,58,positive
12747,Sokka,  no  its suki ,58,positive
12749,Toph,suki  well all understand if you break up with him over this ,58,positive
12752,Aang,but it doesnt even look like  aah ,58,positive
12754,Aang,  what are you doing ,58,positive
12755,Zuko,teaching you a lesson ,58,positive
12757,Katara,what happened ,58,positive
12758,Sokka,  zukos gone crazy  i made a sand sculpture of suki and he destroyed it    oh  and hes attacking aang ,58,positive
12760,Aang,get a grip before i blast you off this roof ,58,positive
12761,Zuko,go ahead and do it ,58,positive
12763,Aang,enough ,58,positive
12765,Katara,  whats wrong with you  you could have hurt aang ,58,positive
12766,Zuko,whats wrong with me  whats wrong with all of you  how can you sit around having beach parties when sozins comet is only three days away    why are you all looking at me like im crazy ,58,positive
12767,Aang,about sozins comet     i was actually gonna wait to fight the fire lord until after it came ,58,positive
12768,Zuko,  after ,58,positive
12769,Aang,im not ready  i need more time to master firebending ,58,positive
12770,Toph,and frankly  your earthbending could still use some work too   ,58,positive
12771,Zuko,so  you all knew aang was going to wait ,58,positive
12772,Sokka,honestly  if aang tries to fight the fire lord now  hes going to lose    no offense ,58,positive
12773,Katara,the whole point of fighting the fire lord before the comet was to stop the fire nation from winning the war  but they pretty much won the war when they took ba sing se  things cant get any worse ,58,positive
12774,Zuko,youre wrong    its about to get worse than you can even imagine    the day before the eclipse  my father asked me to attend an important war meeting  it was what i dreamed about for so many years  my father had finally accepted me back ,58,positive
12780,Zuko,the people of the earth kingdom are proud and strong  they can endure anything  as long as they have hope ,58,positive
12782,Zuko,well  thats not exactly what i ,58,positive
12783,Azula,i think you should take their precious hope and the rest of their land and burn it all to the ground ,58,positive
12787,Zuko,  i wanted to speak out against this horrifying plan  but im ashamed to say i didnt    my whole life  i struggled to gain my fathers love and acceptance  but once i had it  i realized id lost myself getting there  id forgotten who i was ,58,positive
12788,Katara,  i cant believe this ,58,positive
12789,Sokka,i always knew the fire lord was a bad guy  but his plan is just pure evil ,58,positive
12790,Aang,what am i gonna do ,58,positive
12791,Zuko,  i know youre scared  and i know youre not ready to save the world  but if you dont defeat the fire lord before the comet comes  there wont be a world to save anymore ,58,positive
12792,Aang,why didnt you tell me about your dads crazy plan sooner   ,58,positive
12793,Zuko,i didnt think i had to  i assumed you were still going to fight him before the comet  no one told me you decided to wait ,58,positive
12794,Aang,  this is bad    this is really  really bad ,58,positive
12795,Katara,aang  you dont have to do this alone ,58,positive
12797,Toph,yeah  if we all fight the fire lord together  we got a shot at taking him down ,58,positive
12798,Sokka,all right  team avatar is back  air    water    earth    fire    fan and sword   ,58,positive
12799,Aang,fighting the fire lord is going to be the hardest thing weve ever done together  but i wouldnt want to do it any other way ,58,positive
12801,Toph,yeah ,58,positive
12802,Sokka,all right ,58,positive
12803,Katara,get over here  zuko  being part of the group also means being part of group hugs ,58,positive
12805,Zuko,theres one technique you need to know before facing my father   how to redirect lightning    if you let the energy in your own body flow  the lightning will follow it    you turn your opponents energy against them ,58,positive
12806,Aang,thats like waterbending   ,58,positive
12807,Zuko,exactly  my uncle invented this technique himself by studying waterbenders ,58,positive
12808,Aang,so  have you ever redirected lightning before ,58,positive
12809,Zuko,once  against my father ,58,positive
12810,Aang,what did it feel like ,58,positive
12811,Zuko,  exhilarating       but terrifying  you feel so powerful holding that much energy in your body  but you know if you make the wrong move  its over ,58,positive
12812,Aang,  well  not over over  i mean theres always katara and a little spirit water action    am i right ,58,positive
12813,Katara,actually  i used it all up after azula shot you ,58,positive
12814,Aang,  oh ,58,positive
12815,Zuko,youll have to take the fire lords life before he takes yours ,58,positive
12816,Aang,yeah  ill just do that ,58,positive
12818,Sokka,gather round  team avatar    in order to take out the fire lord   or in this case  the melon lord   our timing has to be perfect    first  suki and i will draw his fire  then  katara and zuko charge in with some liquidy hot offense    and while the melon lord is distracted    aang swoops in     and bam    he delivers the final blow ,58,positive
12819,Toph,uh     what about me ,58,positive
12820,Sokka,for now  youre the melon lords forces ,58,positive
12821,Toph,  so i get to chuck flaming rocks at all of you ,58,positive
12822,Sokka,whatever makes the training feel more realistic ,58,positive
12823,Toph,sweetness ,58,positive
12825,Toph,mwah ha ha ha ,58,positive
12827,Sokka,watch it  toph ,58,positive
12828,Toph,i am not toph  i am melon lord  mwah ha ha ha ha ha ,58,positive
12830,Sokka,now  aang ,58,positive
12832,Zuko,what are you waiting for  take him out ,58,positive
12833,Aang,  i cant ,58,positive
12834,Sokka,  whats wrong with you  if this was the real deal  youd be shot full of lightning right now ,58,positive
12835,Aang,im sorry  but it just didnt feel right  i didnt feel like myself ,58,positive
12837,Sokka,  there  thats how its done ,58,positive
12839,Katara,  i have a surprise for everyone ,58,positive
12840,Toph,i knew it  you did have a secret thing with haru   ,58,positive
12841,Katara,uh  no    i was looking for cooking pots in the attic  and i found this    look at baby zuko  isnt he cute ,58,positive
12843,Katara,  oh  lighten up  im just teasing ,58,positive
12844,Zuko,thats not me  its my father ,58,positive
12847,Zuko,well  that sweet little kid grew up to be a monster  and the worst father in the history of fathers ,58,positive
12848,Aang,  but hes still a human being ,58,positive
12849,Zuko,youre going to defend him ,58,positive
12850,Aang,no  i agree with you    fire lord ozai is a horrible person  and the world would probably be better off without him  but theres got to be another way ,58,positive
12851,Zuko,like what ,58,positive
12852,Aang,i dont know    maybe we can make some big pots of glue  and then i can use gluebending to stick his arms and legs together so he cant bend anymore ,58,positive
12853,Zuko,  yeah  then you can show him his baby pictures  and all those happy memories will make him good again   ,58,positive
12854,Aang,  do you really think that would work ,58,positive
12855,Zuko,  no ,58,positive
12856,Aang,  this goes against everything i learned from the monks  i cant just go around wiping out people i dont like ,58,positive
12857,Sokka,sure you can  youre the avatar  if its in the name of keeping balance  im pretty sure the universe will forgive you ,58,positive
12858,Aang,  this isnt a joke  sokka  none of you understand the position im in ,58,positive
12859,Katara,aang  we do understand  its just    ,58,positive
12860,Aang,just what  katara  what ,58,positive
12861,Katara,were trying to help ,58,positive
12862,Aang,then  when you figure out a way for me to beat the fire lord without taking his life  id love to hear it   ,58,positive
12863,Katara,aang  dont walk away from this   ,58,positive
12864,Zuko,  let him go  he needs time to sort it out by himself ,58,positive
12866,Aang,  hey  momo  i dont suppose you know what i should do    i didnt think so ,58,positive
12868,Sokka,okay  thats everything ,58,positive
12869,Toph,no  its not  wheres aang ,58,positive
12871,Zuko,aang  aang ,58,positive
12872,Toph,come on  lazy bones  lets go ,58,positive
12874,Sokka,he left his staff    thats so strange ,58,positive
12875,Zuko,  aangs not in the house  lets check the beach   ,58,positive
12877,Sokka,look  theres his footprints    the trail ends here ,58,positive
12879,Katara,maybe he was captured ,58,positive
12880,Sokka,i dont think so    theres no sign of a struggle ,58,positive
12881,Toph,i bet he ran away again ,58,positive
12882,Sokka,uh uh  he left behind his glider and appa ,58,positive
12883,Toph,then what do you think happened to him  oh sleuthy one ,58,positive
12884,Sokka,its pretty obvious  aang mysteriously disappears before an important battle  hes definitely on a spirit world journey ,58,positive
12885,Zuko,but if he was  wouldnt his body still be here ,58,positive
12886,Sokka,  oh  yeah  forgot about that ,58,positive
12887,Katara,then hes got to be somewhere on ember island  lets split up and look for him ,58,positive
12889,Toph,im going with zuko    what   everyone else went on a life changing field trip with zuko  now its my turn ,58,positive
12894,Toph,and then when i was nine  i ran away again ,58,positive
12895,Zuko,uh huh ,58,positive
12896,Toph,i know i shouldnt complain  my parents gave me everything i ever asked for  but they never gave me the one thing i really wanted  their love  you know what i mean ,58,positive
12897,Zuko,  look  i know you had a really rough childhood  but we should really focus on finding aang   ,58,positive
12898,Toph,this is the worst field trip ever   ,58,positive
12900,Sokka,judging by the looks on your faces  im guessing you guys didnt find aang  either   ,58,positive
12901,Zuko,no  its like he just     disappeared ,58,positive
12902,Toph,hey  wait a minute  has anyone noticed that momo is missing  too ,58,positive
12903,Sokka,  oh no  i knew it was only a matter of time    appa ate momo    momo  im coming for you  buddy ,58,positive
12904,Katara,sokka  appa didnt eat momo  hes probably with aang ,58,positive
12905,Sokka,thats just what appa wants you to think   ,58,positive
12906,Zuko,get out of the bisons mouth  sokka  we have a real problem here  aang is nowhere to be found and the comet is only two days away ,58,positive
12907,Katara,what should we do zuko ,58,positive
12909,Zuko,  i dont know    why are you all looking at me ,58,positive
12910,Katara,well  you are kind of the expert on tracking aang ,58,positive
12911,Toph,yeah  if anyones got experience hunting the avatar     its you ,58,positive
12913,Sokka,zuko  i dont wanna tell you how to do your job  but why are we heading towards the earth kingdom  theres no way aangs there ,58,positive
12914,Zuko,just trust me ,58,positive
12916,Azula,  come on slowpokes  faster ,58,positive
12918,Azula,  sorry im late  father  good palanquin bearers are so hard to come by these days  so  is everything ready for our departure ,58,positive
12920,Azula,  what ,58,positive
12922,Azula,but i thought we were going to do this together ,58,positive
12924,Azula,you     you cant treat me like this    you cant treat me like zuko ,58,positive
12926,Azula,but it was my idea to burn everything to the ground  i deserve to be by your side ,58,positive
12928,Azula,really ,58,positive
12930,Azula,fire lord azula  it does seem appropriate  but what about you ,58,positive
12933,Katara,and the reason youve brought us to a seedy earth kingdom tavern is what now ,58,positive
12934,Zuko,  june ,58,positive
12936,Sokka,  oh yeah  that weird bounty hunter with the giant mole ,58,positive
12938,Sokka,no  she has this giant mole creature she rides around on ,58,positive
12939,Zuko,the shirshu  its the only animal that can track aangs scent anywhere in the world  its the one shot we have of finding him ,58,positive
12941,Toph,  i dont know who this june lady is  but i like her ,58,positive
12943,Aang,  hey  momo  i just had the strangest dream    wait    where are we ,58,positive
12946,Sokka,  hey  i remember her    she helped you attack us ,59,positive
12947,Zuko,yup    back in the good old days ,59,positive
12950,Zuko,  hes my uncle  and hes not here ,59,positive
12953,Katara,  im not his girlfriend ,59,positive
12954,Zuko,  shes not my girlfriend ,59,positive
12956,Zuko,  i need your help finding the avatar ,59,positive
12958,Zuko,  does the end of the world sound like more fun ,59,positive
12962,Katara,  i have aangs staff ,59,positive
12964,Zuko,  well  what does that mean ,59,positive
12966,Toph,  we know hes gone  thats why were trying to find him ,59,positive
12969,Aang,where are we  momo    maybe im in the spirit world    but wait  you can see me    we could both be in the spirit world    nope  my bending works    maybe if we climb to the top of the island  we can figure out where we are ,59,positive
12971,Sokka,  what do you mean aang doesnt exist    do you mean hes     you know  dead ,59,positive
12973,Toph,  helpful  real helpful ,59,positive
12974,Zuko,  wait  i have another idea    theres only one other person in this world who can help us face the fire lord  ill be right back with a smell sample ,59,positive
12976,Sokka,you saved your uncles sweaty sandal  ugh   ,59,positive
12977,Toph,  i think its kind of sweet ,59,positive
12980,Zuko,hey  wait up ,59,positive
12982,Zuko,were going to ba sing se ,59,positive
12985,Zuko,its been a long day    lets camp and start our search again at dawn ,59,positive
12987,Aang,its a hexagon    it doesnt seem like normal rock    its not made of earth    this is so strange    i wish i had some help right now  i wish i had roku    i do have roku   ,59,positive
12989,Aang,  so where am i  roku  what is this place ,59,positive
12991,Aang,i am  i need to figure out what to do once i face the fire lord ,59,positive
12993,Toph,  huh   ,59,positive
12997,Aang,everyone expects me to take the fire lords life    but i just dont know if i can do that ,59,positive
13000,Toph,  whats going on    were surrounded by old people ,59,positive
13001,Katara,not just any old people    these are great masters and friends of ours    pakku ,59,positive
13003,Katara,  thats so exciting    you and gran gran must be so happy to have found each other again ,59,positive
13005,Sokka,  welcome to the family  gramp gramp ,59,positive
13007,Sokka,  how about grand pakku ,59,positive
13009,Katara,  and this was aangs first firebending teacher ,59,positive
13011,Sokka,  master piandao ,59,positive
13016,Zuko,  the order of the white lotus ,59,positive
13020,Toph,  well  thats who were looking for ,59,positive
13023,Sokka,  hes gone    and so is aang ,59,positive
13026,Aang,avatar kyoshi  i need your wisdom ,59,positive
13029,Aang,  you didnt really kill chin    technically  he fell to his own doom because he was too stubborn to get out of the way ,59,positive
13031,Aang,  i knew i shouldnt have asked kyoshi ,59,positive
13033,Sokka,so  bumi       how did you end up escaping your imprisonment in omashu ,59,positive
13043,Zuko,  nah ,59,positive
13044,Sokka,  no  not really ,59,positive
13046,Aang,i need to look deep inside myself ,59,positive
13051,Zuko,  where     where is he ,59,positive
13054,Katara,are you okay ,59,positive
13055,Zuko,  no  im not okay  my uncle hates me  i know it    he loved and supported me in every way he could  and i still turned against him  how can i even face him ,59,positive
13056,Katara,  zuko  youre sorry for what you did  right ,59,positive
13057,Zuko,more sorry than ive been about anything in my entire life ,59,positive
13058,Katara,then hell forgive you  he will ,59,positive
13060,Zuko,uncle ,59,positive
13062,Aang,  all these past avatars    they keep telling me im gonna have to do it  they dont get it    youre right  maybe an air nomad avatar will understand where im coming from    i know you cant really talk  pretending you can just helps me think    im going to pretend i didnt pretend to hear that ,59,positive
13065,Aang,avatar yangchen    the monks always taught me that all life is sacred  even the life of the tiniest spider fly caught in its own web ,59,positive
13067,Aang,  i know  im even a vegetarian  ive always tried to solve my problems by being quick or clever  and ive only had to use violence for necessary defense  and ive certainly never used it to take a life ,59,positive
13069,Aang,but the monks taught me that i had to detach myself from the world so my spirit could be free ,59,positive
13071,Aang,  i guess i dont have a choice  momo    i have to kill the fire lord ,59,positive
13073,Zuko,  uncle    i know you must have mixed feelings about seeing me    but i want you to know    i am so  so  sorry  uncle  i am so sorry and ashamed of what i did  i dont know how i can ever make it up to you  but ill    how can you forgive me so easily  i thought you would be furious with me ,59,positive
13074,Iroh,  i was never angry with you  i was sad because i was afraid you lost your way ,59,positive
13075,Zuko,  i did lose my way ,59,positive
13076,Iroh,  but you found it again    and you did it by yourself    and i am so happy you found your way here   ,59,positive
13077,Zuko,it wasnt that hard  uncle  you have a pretty strong scent ,59,positive
13079,Aang,wait    is it just me  or are those mountains getting bigger ,59,positive
13081,Aang,theyre not getting larger    theyre getting closer    the whole island is moving ,59,positive
13083,Aang,its amazing momo  the biggest animal in the world  ive gotta to swim around and find its face   ,59,positive
13085,Zuko,  uncle  youre the only person other than the avatar who can   possibly defeat the father lord ,59,positive
13086,Toph,you mean the fire lord ,59,positive
13087,Zuko,  thats what i just said ,59,positive
13088,Iroh,hmmm    ,59,positive
13089,Zuko,we need you to come with us ,59,positive
13090,Iroh,  no  zuko  it wont turn out well ,59,positive
13091,Zuko,  you can beat him    and well be there to help ,59,positive
13092,Iroh,even if i did defeat ozai    and i dont know that i could  it would be the wrong way to end the war    history would see it as just more senseless violence  a brother killing a brother to grab power  the only way for this war to end peacefully is for the avatar to defeat the fire lord ,59,positive
13093,Zuko,  and then     then you would come and take your rightful place on the throne ,59,positive
13094,Iroh,  no  someone new must take the throne  an idealist with a pure heart   and unquestionable honor  it has to be you  prince zuko ,59,positive
